label,No,Date,Content
,135,"""2017-10-27T14:57","""연료펌프부품결함으로 인한 시동꺼짐 리콜결정.(이슈도 안됨), 가죽시트불량건으로 무상수리결정, 창문물기지속현상으로 무상수리결정(공지하지도않고 고치러오는사람한에 무상 수리), 풍절음논란 (귀찢어진다는사람인터뷰)\n브레이크진공호스결함(이거 중요한거아닌가요. 조용히 리콜하고있음), 미션결함(그전부터 사람들이 호소해왔으나 같은 동호회사람들도 뽑기를 잘못했네이러고있다함)\n\n이것들은 뉴스에 짤막하게 나온것들이고 이슈화되지도 않고 조용히 흘러가고있습니다.\n\n중요한것은 진짜가 뭔지 아무도 모른다는거죠. 1년도 안된차가 ..\n\n그리고 그 차는 7개월 연속 1만대를 팔았습니다."""
,136,"""2017-10-27T14:54","""그전에는 내수차,수출차차이두느라 고생을 열심히 한 흉기.. .이제 미국눈치볼필요도없으니~수출안하니 테스트도 필요없고~ㅎㅎㅎ 가장 중요한 엔진,미션,서스,부품,안전내구성은 어떻게 만들었을까? 그리고 그 문제들은.. 조금씩 이슈화되어서 흘러나오고있음~ 그리고 그것은 영원히 감춰질거임. 왜냐하면 한국에서만 이슈가 되기때문에..ㅋㅋ"""
,137,"""2017-10-27T14:53","""알바도 풍년이네... 미개한 헬조선 개돼지들.. 수출도 못하는 내수 떵차."""
,138,"""2017-10-27T08:51","""미션 5단 고정 결함은 해결 된나요?\n고속주행시 5단 고정"""
,139,"""2017-10-26T17:27","""최저/최고 가격 차이가 1500만원이면 이건 뭐 소형차 한대 가격이네 ㅋㅋ 배기량 옵션차이가 있긴 해도 옵션 장사 쩌는뎈ㅋ"""
,140,"""2017-10-26T17:02","""한대 사고싶네요"""
,141,"""2017-10-26T16:06","""현대차 급발진 절대 인정안함  http://news.jtbc.joins.com/html/422/NB11533422.html"""
,142,"""2017-10-26T11:02","""옛날20~40대는 무리를 해서라도 외제차로 많이 넘어갔다. 깡통차 원가절감과 잡고장,하자 은폐,허영심에 들뜬자에게 강매하는 수법과 연말 무더기 깡 할인으로... 우리는 개돼지 바보가 아니다. 5~6년후 수리비덤태기에 수리센타마다 곡소리 아우성이고 , 트럭보다 후진 디젤진동에 몸서리 친다. 다행히 요즘은 과포장 네임벨류보다 상품성과 유지보수의 합리성 감안코 현기차로 속속복귀하는거 보면 미래가 창창한걸 느끼고 , 만대씩 그랜져가 팔리는거 보면 ,한국 중산층들의 현명한 쏴라있음을 촉촉히 느낀다"""
,143,"""2017-10-25T21:59","""그랜저가 출시하고 인테리어문제부터 엔진,미션결함있는데도 준대형차중 가장 잘팔리는 이유가 경쟁차들이 너무 뭐같기 때문이다..."""
,144,"""2017-10-25T21:02","""제네시스 엠블럼은 제발 붙이지마라 양옆에 IG 택시지나가는것만 봐도 그랜져인거 알어.. 엠블럼이 그리 좋으면 G80이라도 사던가 좀안쓰럽더라 G75라도 되겠다는건가"""
,145,"""2017-10-25T16:41","""http://www.bobaedream.co.kr/view?code=accident&amp;No=472351 &lt; 보배에서 미션결함글올라온건데 오지네... 이거 그랜저ig결함 이제부터시작일거같은데 괜히 미국시장에 목숨건 현기가 유일하게 그랜저ig만 미국판매를 안한게 이유가있었네 ㅋㅋㅋ"""
,146,"""2017-10-25T14:04","""2.4 / 프리미엄 / 화이트 / 파썬 / 익스1 / 올할부 60개월 견적 바랍니다. chunhongseok@gmail.com"""
,147,"""2017-10-25T10:03","""미션 불치병 장애라면서요? 내수전용폐기물답네요.."""
,148,"""2017-10-24T23:10","""그랜 다이 저"""
,149,"""2017-10-24T15:44","""못생겨졌네"""
,150,"""2017-10-24T01:47","""드응응신이 하는짓은 항상 드응응신이지~ ㅋㅋㅋㅋ"""
,151,"""2017-10-23T22:54","""그랜저까는새기들 특징 95프로 안탐x못탐o"""
,152,"""2017-10-23T21:51","""그랜져IG는 정면에서 보면 해골같이 생겼는데..눈섭뼈와 케스케이딩...안으로 오목한 ㅋㅋ 최근에는 해드램프 내안각 아래를 덥고 있는 피부도 못생겨보이네.. 전측면에서면 괜찮은데 앞서말한 디자인 요소들 때문에 정면은 못봐주겠다..뒤야 닷지의 컴팩트카 다트를 닮았고.. 측면은 어께선 벨트라인이 다소 낮아지고 엘립스라인으로 물결치는것은  추세이고.. 사이드페널 블러스터 쿼터페널등은 쭈욱이어져 내려온것들과 잘 됨.."""
,153,"""2017-10-23T21:41","""팩트:현까들이 개 ㅈㄹ떨고 발광해도 우리나라에서는 현대가 르쌍쉐보다 훨나음ㅋ 르쌍쉐가 판매지분50%만 먹어도 인정해줌 ㅋㅋ"""
,154,"""2017-10-23T17:03","""3.0 타고다니는데 좋다 꼭 현실은 마티즈도 못사는 놈들이 더 욕하더라 배아파서ㅎㅎ한국에서 그랜져IG 정도 타고 다니면 소소하게 잘 살고있는거 아니냐ㅋㅋ"""
,155,"""2017-10-23T10:59","""3.0 색상 화이트 1500 현금/최장 할부 견적 부탁 드려요"""
,156,"""2017-10-22T20:30","""흉기호구제철을 구매해주신 여러분 고맙습니다 \n\n-흉기제철-"""
,157,"""2017-10-22T19:50","""개인적으로 닛산 GTR을 정말 가지고 싶다. 하지만, 현실적으로 그랜저 모는 팔자만 돼도 원이 없겠다. 현실은 구형 아반테..."""
,158,"""2017-10-22T17:11","""그랜져 1달째.. 그냥 좋다. 내가 뭐 전문가도 아니고 ㅎㅎ \n4년 노예이지만 잘산듯 30대 안에 할부 끝나고 선수금 반 할부 반이니 부담도 덜되고 \n뭐 추천은 안한다... 너무 많아서 짜증난다.. \nk7이나 어코드 좀 사라 그랜져 도로에 너무많다."""
,159,"""2017-10-22T15:44","""그랜저/가솔린 2.4 프리미엄 스페셜\n\n■ 옵션 :  현대 스마트 센스 패키지2, 익스테리어 패키지2\n\n ■ 색상 : 그랑블루\n\n\n■ 구입 예정 시기 : 10월중\n\n■ 지역 : 화성시\n\n 익스테리어 패키지 2 선택시 19인치 스퍼터링 알로이휠&amp; 미쉐린 타이어 생략시 가격할인 가능한가요? \n  현금 할인, 재고할인, 카드포인트할인 딜러할인, 딜러 할인 좋은 조건 찾습니다.  쪽지주세요.\n\n구매유형 : 현금"""
,160,"""2017-10-22T00:10","""옛날20~30대는 무리를 해서라도 외제차로 많이 넘어갔다. 깡통차 원가절감과 잡고장,하자 은폐,허영심에 들뜬자에게 강매하는 수법과 연말 무더기 깡 할인으로... 우리는 개돼지 바보가 아니다. 5~6년후 수리비덤태기에 수리센타마다 곡.소.리 .아우성이고 , 트럭보다 후진 디젤진동에 몸서리 친다. 다행히 요즘은 과포장 네임벨류보다 상품성과 유지보수의 합리성 감안코 현기차로 속속복귀하는거 보면 미래가 창창한걸 느끼고 ,만대씩 그랜져가 팔리는거 보면 한국의 중산층들은 현명하고 합리적인 쏴라있음을 촉촉히 느낀다"""
,161,"""2017-10-21T19:40","""쓰레기 택시차"""
,162,"""2017-10-21T14:15","""여전히 현실과 정반대로 살려는 그지새끼들 집합소 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"""
,163,"""2017-10-21T09:16","""앞대가리 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제네시스하고 차이 둘려고 없는사람들 무시한건 알겠다만, 그래도 좀 바꿔라."""
,164,"""2017-10-20T19:46","""개나소나탐 이게 진정한 소나타"""
,165,"""2017-10-20T14:26","""http://v.auto.daum.net/v/LbS1Gtknn2?f=m&amp;dmp_channel=carhotisuue&amp;dmp_id=624003"""
,166,"""2017-10-19T22:17","""그랜저 판매량이 쉐보레 전체 판매량과 비슷한게 정말 놀랍군요!"""
,167,"""2017-10-19T20:44","""프리미엄 2.4 가솔린 익스테리어패키지 이온실버 견적구합니다."""
,168,"""2017-10-19T15:03","""2.4프리미엄 스마트 패키지 색상은 판테라그레이 또는 블랙 2천만원 현금 나머지 캐피탈 또는 카드 견적 주세요 jbe0505@naver.com"""
,169,"""2017-10-19T11:16","""프리미엄 2.4 가솔린 스마트 페키지 옵션칼라 화이트1천만 현금 / 36개월 할부 견적부탁 드려요"""
,170,"""2017-10-19T01:38","""르쌍쉐 대동단결해서 그랜져 까내려봐야 이차 받으려면 두세달 기다려야하고 기다리면 기다렸지 르쌍쉐 쳐다도 안보고 그랜져 쏘렌토 만대씩 팔리면서 현기 딜러들 처자식들 데리고 외식갈때 르쌍쉐 딜러들 길가에서 홍보하면서 집에 갈땐 빈손으로 돌아가는게 현실이다"""
,171,"""2017-10-18T21:33","""못생기고 않좋다는글 쓰는애들 차피눈앞에 저차가져다주면 바로탈거면서"""
,172,"""2017-10-17T20:35","""ig로 넘어오면서 좀 몬생겨졌네"""
,173,"""2017-10-17T18:29","""일단 미국에 수출조차 못하는 차면 구린게 확실하지 않니? 너네 생각 없냐? 쏘나타나 사라 공간도 잘 뽑았는데 ㅉㅉㅉ 호구들"""
,174,"""2017-10-15T21:17","""현대 엠블럼좀 어떻게 해봐라... 너무 안이뻐"""
,175,"""2017-10-15T16:48","""우리의 그랜다이져 언제까지 달릴수있을것인가 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"""
,176,"""2017-10-15T11:43","""아무리 욕해봤자 같은 급 가성비 최강"""
,177,"""2017-10-14T21:53","""2.4 프리미엄 스페셜 익스테리어2, 스마트2 옵션 포함 현금가 견적\nghdo@dhflour.co.kr"""
,178,"""2017-10-13T13:35","""흉기가 하는짓입니다 제발 좀 보세요 하 \r\nhttp://news.jtbc.joins.com/html/422/NB11533422.html"""
,179,"""2017-10-12T19:01","""여기 댓글에 보면 현기차 다들 안살꺼처럼 말씀들해놓으셨는데...\n현실은 국내에서 현기차 엄청 팔렸네요..\nhttp://post.naver.com/viewer/postView.nhn?volumeNo=9960919&amp;memberNo=12121295\n\n저는 인터넷만 보고 쉐보레 차를 사긴했는데..."""
,180,"""2017-10-12T11:08","""그랜져 가격대가 25 - 43 으로 소나타 고객의 50 %, 아슬란 고객의 100% 를 잠식하고 있다.\n우선 단맛에 차급을 무시한 옵션질로 제살깍아 먹고 있으니....현대야 정신차려라..그랜져가 현대를 말아먹고 있다"""
,181,"""2017-10-11T23:49","""현재 2005년 sm오너인데 현대 그랜저 사려고 계약전까지 갔다가 문제점이 너무많고 차량가도 비싸고 지금은 맥시마신청하고 다음주에 나오는데\n그랜저 조심하세여 미션하고 엔진 사시는분들"""
,182,"""2017-10-11T21:39","""그랜져 3.0 익스클루시브 화이트/ 베이지투톤 / 풀옵/ 3000 현금 나머지 할부 견적요청드립니다. world4us80@naver.com"""
,183,"""2017-10-11T20:17","""못생김"""
,184,"""2017-10-11T18:39","""IG 타보고 말하는데 차자체의 기본기(운동성능) 자체는 국산전륜차중 역대급이다 (The 베스트랩 영상보면 알꺼다) 그리고 암만 까봐라 타사 준대형차 몇천대팔때 그랜저 혼자 1만대 가까이 팔고 있다 판매량은 거짓말 안한다"""
,185,"""2017-10-11T17:36","""공짜로 주면 안타는 사람나와보라구햐..잉??"""
,186,"""2017-10-11T02:08","""그렌져 2.4 프리미엄 스페셜 + 파노라마 썬루프 [36개월 올할부] 견적좀 부탁드립니다. [leesumo@naver.com]"""
,187,"""2017-10-11T00:30","""블루투스 사용할때 음성이 핸드폰과 안맞네요 \n몇만원 안하는 블루투스 헤드폰은 싱크 맞던데... \n애플은 카플레이라도 쓰지... 안드로이드는.. 하핫...\n안드로이드 사용자분들중 블루투스 활용도 높으신 분들은 비추드립니다. 참고로 k7도 동일합니다\n3~4000만원짜리가 어찌 이모양인지... \nYF나 TG는 이런일 없었는데..."""
,188,"""2017-10-10T23:16","""와..이제 판매량 10만 찍었네. 그만큼 중고 가격 방어되고 인기좋은차. 가성비 쪌고 타기 편한차. 대만족."""
,189,"""2017-10-10T20:47","""괜찮은 차인듯"""
,190,"""2017-10-10T20:47","""괜찮은 차인듯"""
,191,"""2017-10-10T16:21","""프리미엄 2.4 가솔린 \n스마트 페키지 옵션\n칼라 화이트\n\n1천만 현금 / 36개월 할부 견적부탁 드려요"""
,192,"""2017-10-10T09:31","""그렌져 2.4 프리미엄 스페셜 풀옵션 5년 올할부에 비공식 할인 까지 해서 견적 부탁 드려요 rla4950@nate.com"""
,193,"""2017-10-09T22:09","""IG그랜져 2.4프리미엄.프리미엄스폐셜.풀옵션3천일시불 견적부탁합니다!  pdh3313@naver.com"""
,194,"""2017-10-09T20:01","""IG 2.4  등급별 견적요청합니다\ncaeyungsexy@naver.com"""
,195,"""2017-10-09T16:20","""이번 추석연휴에 교통사고났습니다. 시속 80키로주행중 상대방 신호위반으로 사고가났는데 에어백이 하나도 안터졌네요.. 어머니 입원해 계시고 저랑 아버님도 통원치료 받고있습니다.\n도대체 얼마나 크게 사고가 나야 에어백이 터지는건가요?"""
,196,"""2017-10-09T15:53","""우리의 그랜다이져 \n오늘도 공도를 달리다 엔진이 09나겠지"""
,197,"""2017-10-09T12:52","""IG안타본새끼들이 말은 많아 실구매자들은 따로있다 뚜벅이 키보드워리어들아 택시만 타보지 말고 운전은 제대로 해봣는지 의문이다"""
,198,"""2017-10-09T06:19","""그랜져 2.4  프리미엄  1500할부 나머지일시불 \n견적욤\nInsunkim73@hanmail.net"""
,199,"""2017-10-08T21:17",""""""
,200,"""2017-10-08T20:13","""그랜져2.4가솔린모던 현금 일시불 비공식할인\n견적부탁해여~ ho3295@naver.com"""
,201,"""2017-10-08T19:10","""2.4 등급 별 그랜져 ig 견적 부탁드립니다\nmc4ubch4@naver.com"""
,202,"""2017-10-08T16:17","""http://ryuseunghyun.tistory.com/1753"""
,203,"""2017-10-08T14:39","""중고차 추천 점. 그랜저HG랑 올뉴에셈7이랑 고민 중. 적당히 탈거라 연비 엔진 그런거 상관없고 여자 태우고 다니니깐 파썬은 필수임ㅋ 에셈은 영화VIP에서 장동건이 몰아서 호감임"""
,204,"""2017-10-08T02:05","""그랜저2.2 디젤 견적요 \n각 등급별로 모던, 프리미엄, 프리미엄스페셜 \nlkcrla1@naver.com"""
,205,"""2017-10-08T00:03","""그랜저2.4프리미엄 견적요. 9204k@naver.com"""
,206,"""2017-10-07T10:16","""2.4 프리미엄 1000할부 나머지 일시불 견적 부탁드립니다.\nacosea@gmail.com"""
,207,"""2017-10-07T09:56","""http://ryuseunghyun.tistory.com/1753"""
,208,"""2017-10-07T07:26","""3.0가솔린 무사고 중고 견적부탁합니다..\nkkambu403@naver.com"""
,209,"""2017-10-07T04:17","""2.4 프리미엄 할부 견적 부탁드립니다 sukhumkim@naver.com"""
,210,"""2017-10-06T16:06","""흉기차 어디까지 알고있니? ^^\r\n팩트를 좀 알고 까든 빨든 합시다 \r\n\r\nhttp://ryueyes11.tistory.com/6452"""
,211,"""2017-10-05T17:56","""스마트센스크루즈 11번 써봤는데 2번이 오동작. 왜 오동작 되었는지 잘모르겠고. 앞차 잘 따라다니면서 자동으로 차선 제어하고 거리 간격 속도 제어하다가 교통 정체가 갑자기 되더니 앞차가 차선 변경하고 나서  그 앞에 있는차 잡는데. 갑자기 속도를 내더니 가까이 근접했는데도 속도를 안멈추고 달리더군요. 이런 현상 벌써 2번이나 생겼는데. 도대체 왜그러는지 알수가 없는데 혹시 아시는분?"""
,212,"""2017-10-05T07:15","""독일 3사 외제차 빼고 두루두루 운전해본 경력 15년차 형님 말 들어라. 연봉 1억 넘게 버는거 아니면 그랜저 사라. 가장 맘편하다. 돈도 어중간히 벌면서 외제차 타고 가호잡던 친구들 지금 다 밥도 못챙겨 먹고 살더라"""
,213,"""2017-10-04T20:15","""안녕하세요 2017그랜저 4급장애인동승차량 구매문의 입니다. 할부구매 할수 있는지 문의 합니다 현재 본인명의로 차량있습니다 팔고 다시 세차 구매하려고 합니다 할부 가능하다면 필요한 서류 등 알려주세요 좋은 하루 되세요 oh10523@naver.com"""
,214,"""2017-10-04T10:43","""현대엠블럼이 극혐이다 개촌스럽.. 차라리때버리고말지"""
,215,"""2017-10-03T21:10","""현기차 디자인 좋은 건 인정ㅎㅎ단 독일차 흉내내기 ..일관성이 없고 수시로 변하는 디자인 컨셉ㅎㅎㅎ 난 곧출시될 신형캠리와 비교후 구매예정ㅎㅎㅎ"""
,216,"""2017-10-03T19:00","""가솔린 2.4 프리미엄  바로구입예정\n외장: 흰색 or 판그, 내장: 브라운\n옵션: 무\n지역:부산 기장\n현금:1500\n공식 비공식 최대한 많이 할인해주시는 분께 계약 들어갑니다\n이리로 견적부탁드립니다 wayhwang@gmail.com"""
,217,"""2017-10-03T13:20","""거지들이 사는 차"""
,218,"""2017-10-02T13:01","""2.2 타는데요. 아이들링~저속 소음 감안하고\n타기에 연비면이나 승차감, 공간 면에서 괜찮다고 생각드는데요. 여기선 주구장창 까이지만,\n밖에선 괜찮은 차입니다. 물론 외제차에 견주겠습니까?"""
,219,"""2017-10-02T12:42","""아반떼 엠디 타는데 만족하고탄다. 180까지 잘나와 차가 가벼워서 많이 안밞아도 가끔 엑셀안밞아도 차가 팅겨나가듯 계속나가 .\n내차특성인지 뽑기운인지 내리막에서 80까지나와 그냥굴려도 브레이크조작잘되는거 보면 미션은 뽑기잘된것같애. \n차가 불안하면 이차로 150이상어려운데불안해서 빗길에도 안미끄러지고 170속도 운전가능.\n단점 차가 가벼운맛이 있음 운전거의안해도 3년넘어가니 승차감이 좀 떨어져. \n뽑기는잘되서 녹하나없고 차특유의 썩는게 안보여서 좋음.  차질도 잘들여났음\n초기에는140넘어가도 차가 이륙할기세라. 무서워서 밞지도못했음\n어느순간부터 자연스럽게 속도나옴. \n앞으로 몇년을 더탈려고. 차는 복골복있음 .\n150이상 밞을그게 못된던가 시승해보고 성능별로면사지마삼 돈낭비임."""
,220,"""2017-10-02T08:40","""안녕하세요 2017그랜저 2.4가솔린 구매문의 입니다.\n우선 외국인이구요 할부구매 할수 잇는지 문의 합니다\n현재 본인명의로 차량잇구요 팔고 다시 세차 구매하려고 합니다\n할부 가능하다면 필요한 서류 등 알려주세요 \n  좋은 하루 되세요\nlhgkorea111@naver.com"""
